Key,NUTS2 Origin,NUTS2 Destination,Distance (km),Time (h)
DEF0-ES63,DEF0,ES63,2815.79,29.8
DEF0-FI19,DEF0,FI19,1474.97,19.46
DEF0-FI1B,DEF0,FI1B,1307.12,18.51
DEF0-FI1C,DEF0,FI1C,1209.99,16.48
DEF0-FI1D,DEF0,FI1D,1776.95,23.85
DEF0-FI20,DEF0,FI20,1063.75,13.87
DEF0-FR10,DEF0,FR10,968.9,11.35
DEF0-FR21,DEF0,FR21,888.5,10.13
DEF0-FR22,DEF0,FR22,851.81,10.21
DEF0-FR23,DEF0,FR23,986.19,12.03
DEF0-FR24,DEF0,FR24,1097.3,12.67
DEF0-FR25,DEF0,FR25,1131.67,13.81
DEF0-FR26,DEF0,FR26,1075.27,11.77
DEF0-FR30,DEF0,FR30,783.94,9.65
DEF0-FR41,DEF0,FR41,821.71,9.06
DEF0-FR42,DEF0,FR42,827.57,8.73
DEF0-FR43,DEF0,FR43,1005,10.7
DEF0-FR51,DEF0,FR51,1257.93,14.86
DEF0-FR52,DEF0,FR52,1378.57,16.88
DEF0-FR53,DEF0,FR53,1345.06,15.42
DEF0-FR61,DEF0,FR61,1552.03,17.14
DEF0-FR62,DEF0,FR62,1587.2,17.37
DEF0-FR63,DEF0,FR63,1389.55,15.55
DEF0-FR71,DEF0,FR71,1268.99,13.54
DEF0-FR72,DEF0,FR72,1297.85,14.09
DEF0-FR81,DEF0,FR81,1554.61,16.47
DEF0-FR82,DEF0,FR82,1452.59,15.13
DEF0-FR83,DEF0,FR83,1604.61,16.28
DEF0-HR03,DEF0,HR03,1460.56,15.44
DEF0-HR04,DEF0,HR04,1324.16,14.57
DEF0-HU10,DEF0,HU10,1205.42,13.94
DEF0-HU21,DEF0,HU21,1133.98,12.76
DEF0-HU22,DEF0,HU22,1092.55,12.17
DEF0-HU23,DEF0,HU23,1265.74,14.08
DEF0-HU31,DEF0,HU31,1231.35,14.97
DEF0-HU32,DEF0,HU32,1355.25,15.86
DEF0-HU33,DEF0,HU33,1329.81,15.17
DEF0-IE01,DEF0,IE01,1383.91,19.81
DEF0-IE02,DEF0,IE02,1517.09,20.92
DEF0-ITC1,DEF0,ITC1,1283.4,13.41
DEF0-ITC2,DEF0,ITC2,1184.82,12.39
DEF0-ITC3,DEF0,ITC3,1328.58,13.67
DEF0-ITC4,DEF0,ITC4,1177.35,12.2
DEF0-ITF1,DEF0,ITF1,1698.15,17.77
DEF0-ITF2,DEF0,ITF2,1798.39,18.84
DEF0-ITF3,DEF0,ITF3,1901.25,19.84
DEF0-ITF4,DEF0,ITF4,1966.78,20.68
DEF0-ITF5,DEF0,ITF5,1953.76,20.38
DEF0-ITF6,DEF0,ITF6,2183.07,22.68
DEF0-ITG1,DEF0,ITG1,2206.95,22.28
DEF0-ITG2,DEF0,ITG2,1860.88,18.82
DEF0-ITH1,DEF0,ITH1,1038.51,10.89
DEF0-ITH2,DEF0,ITH2,1120.43,11.76
DEF0-ITH3,DEF0,ITH3,1229.68,12.97
DEF0-ITH4,DEF0,ITH4,1156.16,12.16
DEF0-ITH5,DEF0,ITH5,1310.36,13.61
DEF0-ITI1,DEF0,ITI1,1473.34,15.26
DEF0-ITI2,DEF0,ITI2,1554.37,16.2
DEF0-ITI3,DEF0,ITI3,1552.87,16.3
DEF0-ITI4,DEF0,ITI4,1707.04,17.66
DEF0-LT00,DEF0,LT00,1049.7,15.24
DEF0-LU00,DEF0,LU00,686.91,7.7
DEF0-LV00,DEF0,LV00,1207.38,17.27
DEF0-NL11,DEF0,NL11,400.57,5.04
DEF0-NL12,DEF0,NL12,452.6,5.81
DEF0-NL13,DEF0,NL13,388.62,4.91
DEF0-NL21,DEF0,NL21,408.29,5.13
DEF0-NL22,DEF0,NL22,468.74,5.83
DEF0-NL23,DEF0,NL23,460.8,5.89
DEF0-NL31,DEF0,NL31,507.54,6.45
DEF0-NL32,DEF0,NL32,535.59,6.85
DEF0-NL33,DEF0,NL33,566.26,7.22
DEF0-NL34,DEF0,NL34,647.88,8.15
DEF0-NL41,DEF0,NL41,554.17,6.85
DEF0-NL42,DEF0,NL42,543.4,6.41
DEF0-PL11,DEF0,PL11,846.61,11.15
DEF0-PL12,DEF0,PL12,923.58,12.61
DEF0-PL21,DEF0,PL21,992.31,12.6
DEF0-PL22,DEF0,PL22,888.45,11.26
DEF0-PL31,DEF0,PL31,1104.56,14.74
DEF0-PL32,DEF0,PL32,1136.09,14.53
DEF0-PL33,DEF0,PL33,976.34,12.73
DEF0-PL34,DEF0,PL34,1023.25,14.08
DEF0-PL41,DEF0,PL41,655.9,8.76
DEF0-PL42,DEF0,PL42,471.22,6.45
DEF0-PL43,DEF0,PL43,532.94,6.98
DEF0-PL51,DEF0,PL51,672.43,8.41
DEF0-PL52,DEF0,PL52,792.63,9.95
DEF0-PL61,DEF0,PL61,700.49,9.69
DEF0-PL62,DEF0,PL62,872.9,12
DEF0-PL63,DEF0,PL63,690.7,9.46
DEF0-PT11,DEF0,PT11,2373.23,26.2
DEF0-PT15,DEF0,PT15,2767.63,29.72
DEF0-PT16,DEF0,PT16,2489.27,27.29
DEF0-PT17,DEF0,PT17,2649.59,28.81
DEF0-PT18,DEF0,PT18,2619,28.35
DEF0-RO11,DEF0,RO11,1552,18.67
DEF0-RO12,DEF0,RO12,1727.97,20.63
DEF0-RO21,DEF0,RO21,1724.56,21.38
DEF0-RO22,DEF0,RO22,1990.08,24.01
DEF0-RO31,DEF0,RO31,1930.88,22.61
DEF0-RO32,DEF0,RO32,1974.75,23.12
DEF0-RO41,DEF0,RO41,1778.57,20.8
DEF0-RO42,DEF0,RO42,1537.52,17.46
DEF0-SE11,DEF0,SE11,923.5,11.89
DEF0-SE12,DEF0,SE12,830.94,10.44
DEF0-SE21,DEF0,SE21,656.05,8.57
DEF0-SE22,DEF0,SE22,438.2,5.83
DEF0-SE23,DEF0,SE23,520.22,5.7
DEF0-SE31,DEF0,SE31,1000.63,12.05
DEF0-SE32,DEF0,SE32,1295.8,15.92
DEF0-SE33,DEF0,SE33,1693.13,21.48
DEF0-SI03,DEF0,SI03,1200.45,12.96
DEF0-SI04,DEF0,SI04,1220.2,13.04
DEF0-SK01,DEF0,SK01,982.93,11.25
DEF0-SK02,DEF0,SK02,1056.54,12.26
DEF0-SK03,DEF0,SK03,1127.99,13.64
DEF0-SK04,DEF0,SK04,1162.73,14.37
DEF0-UKC1,DEF0,UKC1,848.3,12.37
DEF0-UKC2,DEF0,UKC2,842.16,12.43
DEF0-UKD1,DEF0,UKD1,966.58,13.95
DEF0-UKD3,DEF0,UKD3,1014.04,14.26
DEF0-UKD4,DEF0,UKD4,1001.98,14.21
DEF0-UKD6,DEF0,UKD6,1053.57,14.68
DEF0-UKD7,DEF0,UKD7,1052.65,14.78
DEF0-UKE1,DEF0,UKE1,973.45,12.64
DEF0-UKE2,DEF0,UKE2,906.02,12.95
DEF0-UKE3,DEF0,UKE3,1003.33,13.98
DEF0-UKE4,DEF0,UKE4,968.06,13.64
DEF0-UKF1,DEF0,UKF1,1012.84,13.41
DEF0-UKF2,DEF0,UKF2,980.56,12.97
DEF0-UKF3,DEF0,UKF3,970.98,12.74
DEF0-UKG1,DEF0,UKG1,1075.58,14.2
DEF0-UKG2,DEF0,UKG2,1079.34,14.37
DEF0-UKG3,DEF0,UKG3,1047.71,13.87
DEF0-UKH1,DEF0,UKH1,848.09,11.15
DEF0-UKH2,DEF0,UKH2,930.93,12.35
DEF0-UKH3,DEF0,UKH3,844.2,11.22
DEF0-UKI3,DEF0,UKI3,921.2,12.18
DEF0-UKI4,DEF0,UKI4,911.31,12.07
DEF0-UKI5,DEF0,UKI5,901.67,11.94
DEF0-UKI6,DEF0,UKI6,931.23,12.27
DEF0-UKI7,DEF0,UKI7,928.99,12.31
DEF0-UKJ1,DEF0,UKJ1,996.52,13.19
DEF0-UKJ2,DEF0,UKJ2,968.05,12.65
DEF0-UKJ3,DEF0,UKJ3,1042.58,13.64
DEF0-UKJ4,DEF0,UKJ4,902.71,11.58
DEF0-UKK1,DEF0,UKK1,1083.4,14.36
DEF0-UKK2,DEF0,UKK2,1117.41,14.77
DEF0-UKK3,DEF0,UKK3,1329.52,17.47
DEF0-UKK4,DEF0,UKK4,1223.95,16.14
DEF0-UKL1,DEF0,UKL1,1239.56,16.93
DEF0-UKL2,DEF0,UKL2,1160.96,15.37
DEF0-UKM2,DEF0,UKM2,1010.24,14.52
DEF0-UKM3,DEF0,UKM3,1021.79,14.92
DEF0-UKM5,DEF0,UKM5,1167.56,16.39
DEF0-UKM6,DEF0,UKM6,1297.37,18.08
DEF0-UKN0,DEF0,UKN0,1209.16,17.45
DEG0-AT11,DEG0,AT11,683.47,7.96
DEG0-AT12,DEG0,AT12,584.4,6.84
DEG0-AT13,DEG0,AT13,591.82,7.04
DEG0-AT21,DEG0,AT21,640.51,6.87
DEG0-AT22,DEG0,AT22,631.75,7.07
DEG0-AT31,DEG0,AT31,485.32,5.43
DEG0-AT32,DEG0,AT32,540.04,5.76
DEG0-AT33,DEG0,AT33,505.99,5.27
DEG0-AT34,DEG0,AT34,524.5,5.54
DEG0-BE10,DEG0,BE10,550.57,7.24
DEG0-BE21,DEG0,BE21,506.07,6.83
DEG0-BE22,DEG0,BE22,471.48,6.13
DEG0-BE23,DEG0,BE23,579.55,7.79
DEG0-BE24,DEG0,BE24,539.34,7.09
DEG0-BE25,DEG0,BE25,632.77,8.5
DEG0-BE31,DEG0,BE31,547.65,7.12
DEG0-BE32,DEG0,BE32,593.52,7.77
DEG0-BE33,DEG0,BE33,460.58,5.93
DEG0-BE34,DEG0,BE34,498.18,6.35
DEG0-BE35,DEG0,BE35,544.08,6.97
DEG0-BG31,DEG0,BG31,1540.08,17.5
DEG0-BG32,DEG0,BG32,1709.72,19.49
DEG0-BG33,DEG0,BG33,1761.61,20.26
DEG0-BG34,DEG0,BG34,1822.82,20.58
DEG0-BG41,DEG0,BG41,1596.7,17.71
DEG0-BG42,DEG0,BG42,1718.93,19.11
DEG0-CH01,DEG0,CH01,679.64,7.39
DEG0-CH02,DEG0,CH02,611.61,6.67
DEG0-CH03,DEG0,CH03,538.41,5.85
DEG0-CH04,DEG0,CH04,506.03,5.43
DEG0-CH05,DEG0,CH05,535.71,5.61
DEG0-CH06,DEG0,CH06,579.91,6.23
DEG0-CH07,DEG0,CH07,690.12,7.27
DEG0-CZ01,DEG0,CZ01,312.15,3.96
DEG0-CZ02,DEG0,CZ02,312.73,3.97
DEG0-CZ03,DEG0,CZ03,354.76,4.23
DEG0-CZ04,DEG0,CZ04,211.62,2.71
DEG0-CZ05,DEG0,CZ05,414.66,5.34
DEG0-CZ06,DEG0,CZ06,470.33,5.9
DEG0-CZ07,DEG0,CZ07,554.15,7.01
DEG0-CZ08,DEG0,CZ08,605.09,7.71
DEG0-DE11,DEG0,DE11,273.65,2.99
DEG0-DE12,DEG0,DE12,314.28,3.53
DEG0-DE13,DEG0,DE13,439.98,4.76
DEG0-DE14,DEG0,DE14,397.11,4.27
DEG0-DE21,DEG0,DE21,369.6,3.84
DEG0-DE22,DEG0,DE22,351.55,3.83
DEG0-DE23,DEG0,DE23,267.9,2.96
DEG0-DE24,DEG0,DE24,174.86,1.97
DEG0-DE25,DEG0,DE25,224.03,2.41
DEG0-DE26,DEG0,DE26,161.37,1.84
DEG0-DE27,DEG0,DE27,398.97,4.23
DEG0-DE30,DEG0,DE30,285.55,3.31
DEG0-DE40,DEG0,DE40,275.45,3.16
DEG0-DE50,DEG0,DE50,370.25,4.25
DEG0-DE60,DEG0,DE60,366.63,3.92
DEG0-DE71,DEG0,DE71,241.92,2.96
DEG0-DE72,DEG0,DE72,186.93,2.46
DEG0-DE73,DEG0,DE73,135.24,1.72
DEG0-DE80,DEG0,DE80,495.18,5.54
DEG0-DE91,DEG0,DE91,171.08,1.97
DEG0-DE92,DEG0,DE92,261.71,3.04
DEG0-DE93,DEG0,DE93,305.32,3.29
DEG0-DE94,DEG0,DE94,417.23,4.98
DEG0-DEA1,DEG0,DEA1,359.86,4.81
DEG0-DEA2,DEG0,DEA2,364.6,4.72
DEG0-DEA3,DEG0,DEA3,325.87,4.2
DEG0-DEA4,DEG0,DEA4,250.05,3.09
DEG0-DEA5,DEG0,DEA5,274.64,3.56
DEG0-DEB1,DEG0,DEB1,310.33,3.99
DEG0-DEB2,DEG0,DEB2,395.97,5.07
DEG0-DEB3,DEG0,DEB3,339.58,4.1
DEG0-DED2,DEG0,DED2,241.53,3.21
DEG0-DED4,DEG0,DED4,139.19,1.82
DEG0-DED5,DEG0,DED5,144.19,1.84
DEG0-DEE0,DEG0,DEE0,180.52,2.02
DEG0-DEF0,DEG0,DEF0,467.81,4.99
DEG0-DEG0,DEG0,DEG0,0,0
DEG0-DK01,DEG0,DK01,648.98,7
DEG0-DK02,DEG0,DK02,597.19,6.38
DEG0-DK03,DEG0,DK03,610.03,6.66
DEG0-DK04,DEG0,DK04,698.32,7.36
DEG0-DK05,DEG0,DK05,786.99,8.28
DEG0-EE00,DEG0,EE00,1500.49,18.51
DEG0-EL30,DEG0,EL30,2192.94,22.94
DEG0-EL41,DEG0,EL41,2259.92,24.36
DEG0-EL42,DEG0,EL42,2555.85,26.79
DEG0-EL43,DEG0,EL43,2515.7,25.95
DEG0-EL51,DEG0,EL51,1935.09,21.16
DEG0-EL52,DEG0,EL52,1799.53,19.54
DEG0-EL53,DEG0,EL53,1821.93,19.74
DEG0-EL54,DEG0,EL54,1792.25,18.77
DEG0-EL61,DEG0,EL61,1941.56,20.88
DEG0-EL62,DEG0,EL62,2246.59,23.28
DEG0-EL63,DEG0,EL63,1952.18,20.31
DEG0-EL64,DEG0,EL64,2091.91,22.38
DEG0-EL65,DEG0,EL65,2128.28,22.12
DEG0-ES11,DEG0,ES11,2162.65,24.63
DEG0-ES12,DEG0,ES12,1900.46,21.78
DEG0-ES13,DEG0,ES13,1741.82,19.88
DEG0-ES21,DEG0,ES21,1611.9,18.4
DEG0-ES22,DEG0,ES22,1603.75,18.19
DEG0-ES23,DEG0,ES23,1691.59,19.18
DEG0-ES24,DEG0,ES24,1717.26,18.64
DEG0-ES30,DEG0,ES30,1974.77,21.97
DEG0-ES41,DEG0,ES41,1828.17,20.74
DEG0-ES42,DEG0,ES42,2070.37,22.9
DEG0-ES43,DEG0,ES43,2216.75,24.56
DEG0-ES51,DEG0,ES51,1495.15,16.07
DEG0-ES52,DEG0,ES52,1833.75,19.5
DEG0-ES53,DEG0,ES53,1696.22,17.7
DEG0-ES61,DEG0,ES61,2343.07,24.88
DEG0-ES62,DEG0,ES62,2040.21,21.51
DEG0-ES63,DEG0,ES63,2533.25,26.68
DEG0-FI19,DEG0,FI19,1845.56,22.53
DEG0-FI1B,DEG0,FI1B,1525.56,18.54
DEG0-FI1C,DEG0,FI1C,1565.13,19.62
DEG0-FI1D,DEG0,FI1D,2143.61,25.42
DEG0-FI20,DEG0,FI20,1418.88,17.01
DEG0-FR10,DEG0,FR10,792.95,9.97
DEG0-FR21,DEG0,FR21,634.27,7.78
DEG0-FR22,DEG0,FR22,726.88,9.3
DEG0-FR23,DEG0,FR23,875.78,11.26
DEG0-FR24,DEG0,FR24,911.89,11.17
DEG0-FR25,DEG0,FR25,1021.26,13.05
DEG0-FR26,DEG0,FR26,783.75,9.14
DEG0-FR30,DEG0,FR30,683.66,8.94
DEG0-FR41,DEG0,FR41,498.72,6.02
DEG0-FR42,DEG0,FR42,472.4,5.35
DEG0-FR43,DEG0,FR43,649.83,7.33
DEG0-FR51,DEG0,FR51,1089.07,13.59
DEG0-FR52,DEG0,FR52,1253.77,15.88
DEG0-FR53,DEG0,FR53,1164.51,13.99
DEG0-FR61,DEG0,FR61,1324.1,15.18
DEG0-FR62,DEG0,FR62,1309.55,14.71
DEG0-FR63,DEG0,FR63,1117.54,12.86
DEG0-FR71,DEG0,FR71,928.96,10.19
DEG0-FR72,DEG0,FR72,1006.33,11.46
DEG0-FR81,DEG0,FR81,1223.3,13.26
DEG0-FR82,DEG0,FR82,1076.75,11.51
DEG0-FR83,DEG0,FR83,1173.88,11.85
DEG0-HR03,DEG0,HR03,1047.5,11.09
DEG0-HR04,DEG0,HR04,937.78,10.48
DEG0-HU10,DEG0,HU10,839.03,10.17
DEG0-HU21,DEG0,HU21,767.59,8.99
DEG0-HU22,DEG0,HU22,726.16,8.41
DEG0-HU23,DEG0,HU23,899.35,10.31
DEG0-HU31,DEG0,HU31,899.48,11.11
DEG0-HU32,DEG0,HU32,988.86,12.09
DEG0-HU33,DEG0,HU33,963.42,11.4
DEG0-IE01,DEG0,IE01,1570.6,21.26
DEG0-IE02,DEG0,IE02,1587.88,21.46
DEG0-ITC1,DEG0,ITC1,853.74,9.02
DEG0-ITC2,DEG0,ITC2,807.53,8.76
DEG0-ITC3,DEG0,ITC3,897.86,9.25
DEG0-ITC4,DEG0,ITC4,746.62,7.78
DEG0-ITF1,DEG0,ITF1,1253.8,13.05
DEG0-ITF2,DEG0,ITF2,1354.05,14.13
DEG0-ITF3,DEG0,ITF3,1456.91,15.12
DEG0-ITF4,DEG0,ITF4,1522.44,15.96
DEG0-ITF5,DEG0,ITF5,1509.42,15.66
DEG0-ITF6,DEG0,ITF6,1738.73,17.97
DEG0-ITG1,DEG0,ITG1,1776.23,17.86
DEG0-ITG2,DEG0,ITG2,1430.15,14.39
DEG0-ITH1,DEG0,ITH1,594.17,6.17
DEG0-ITH2,DEG0,ITH2,676.09,7.05
DEG0-ITH3,DEG0,ITH3,785.34,8.25
DEG0-ITH4,DEG0,ITH4,721.4,7.59
DEG0-ITH5,DEG0,ITH5,866.02,8.89
DEG0-ITI1,DEG0,ITI1,1028.99,10.55
DEG0-ITI2,DEG0,ITI2,1110.03,11.48
DEG0-ITI3,DEG0,ITI3,1108.53,11.59
DEG0-ITI4,DEG0,ITI4,1262.7,12.94
DEG0-LT00,DEG0,LT00,1109.63,14.5
DEG0-LU00,DEG0,LU00,457.7,5.79
DEG0-LV00,DEG0,LV00,1281.94,16.44
DEG0-NL11,DEG0,NL11,491.57,6.01
DEG0-NL12,DEG0,NL12,526.78,6.61
DEG0-NL13,DEG0,NL13,451.05,5.64
DEG0-NL21,DEG0,NL21,438.79,5.56
DEG0-NL22,DEG0,NL22,435.22,5.72
DEG0-NL23,DEG0,NL23,487.98,6.28
DEG0-NL31,DEG0,NL31,488.34,6.46
DEG0-NL32,DEG0,NL32,556.7,7.22
DEG0-NL33,DEG0,NL33,542.9,7.21
DEG0-NL34,DEG0,NL34,579.32,7.77
DEG0-NL41,DEG0,NL41,480.02,6.45
DEG0-NL42,DEG0,NL42,431.55,5.71
DEG0-PL11,DEG0,PL11,660.76,8.83
DEG0-PL12,DEG0,PL12,811.65,10.82
DEG0-PL21,DEG0,PL21,746.93,9.84
DEG0-PL22,DEG0,PL22,642.96,8.49
DEG0-PL31,DEG0,PL31,917.23,12.37
DEG0-PL32,DEG0,PL32,890.72,11.76
DEG0-PL33,DEG0,PL33,779.44,10.32
DEG0-PL34,DEG0,PL34,963.38,12.68
DEG0-PL41,DEG0,PL41,537.3,7
DEG0-PL42,DEG0,PL42,481.75,5.76
DEG0-PL43,DEG0,PL43,388.35,4.97
DEG0-PL51,DEG0,PL51,423.85,5.67
DEG0-PL52,DEG0,PL52,544.05,7.21
DEG0-PL61,DEG0,PL61,649.77,8.39
DEG0-PL62,DEG0,PL62,822.18,10.7
DEG0-PL63,DEG0,PL63,673.8,8.62
DEG0-PT11,DEG0,PT11,2170.53,24.51
DEG0-PT15,DEG0,PT15,2564.94,28.04
DEG0-PT16,DEG0,PT16,2286.57,25.6
DEG0-PT17,DEG0,PT17,2446.89,27.12
DEG0-PT18,DEG0,PT18,2416.3,26.66
DEG0-RO11,DEG0,RO11,1211.39,14.57
DEG0-RO12,DEG0,RO12,1384.43,16.54
DEG0-RO21,DEG0,RO21,1485.01,18.51
DEG0-RO22,DEG0,RO22,1720.83,20.1
DEG0-RO31,DEG0,RO31,1576.77,18.37
DEG0-RO32,DEG0,RO32,1620.64,18.87
DEG0-RO41,DEG0,RO41,1414.18,16.44
DEG0-RO42,DEG0,RO42,1171.13,13.69
DEG0-SE11,DEG0,SE11,1278.64,15.02
DEG0-SE12,DEG0,SE12,1186.08,13.58
DEG0-SE21,DEG0,SE21,984.65,11.32
DEG0-SE22,DEG0,SE22,763.99,8.62
DEG0-SE23,DEG0,SE23,931.78,9.9
DEG0-SE31,DEG0,SE31,1371.22,15.12
DEG0-SE32,DEG0,SE32,1666.39,18.99
DEG0-SE33,DEG0,SE33,2063.72,24.56
DEG0-SI03,DEG0,SI03,789.66,8.68
DEG0-SI04,DEG0,SI04,808.76,8.71
DEG0-SK01,DEG0,SK01,616.55,7.48
DEG0-SK02,DEG0,SK02,690.15,8.49
DEG0-SK03,DEG0,SK03,783.69,9.68
DEG0-SK04,DEG0,SK04,891.97,11.27
DEG0-UKC1,DEG0,UKC1,1092.45,14.31
DEG0-UKC2,DEG0,UKC2,1088.4,14.39
DEG0-UKD1,DEG0,UKD1,1152.19,15.35
DEG0-UKD3,DEG0,UKD3,1071.82,14.44
DEG0-UKD4,DEG0,UKD4,1113.47,14.9
DEG0-UKD6,DEG0,UKD6,1084.92,14.67
DEG0-UKD7,DEG0,UKD7,1107.03,14.98
DEG0-UKE1,DEG0,UKE1,947.16,12.6
DEG0-UKE2,DEG0,UKE2,1034.69,13.73
DEG0-UKE3,DEG0,UKE3,1007.63,13.55
DEG0-UKE4,DEG0,UKE4,1030.15,13.78
DEG0-UKF1,DEG0,UKF1,991.97,13.42
DEG0-UKF2,DEG0,UKF2,959.69,12.97
DEG0-UKF3,DEG0,UKF3,950.11,12.75
DEG0-UKG1,DEG0,UKG1,1054.71,14.21
DEG0-UKG2,DEG0,UKG2,1058.48,14.37
DEG0-UKG3,DEG0,UKG3,1026.85,13.88
DEG0-UKH1,DEG0,UKH1,827.23,11.15
DEG0-UKH2,DEG0,UKH2,917,12.32
DEG0-UKH3,DEG0,UKH3,830.27,11.19
DEG0-UKI3,DEG0,UKI3,875.75,11.87
DEG0-UKI4,DEG0,UKI4,867.8,11.76
DEG0-UKI5,DEG0,UKI5,868.29,11.74
DEG0-UKI6,DEG0,UKI6,873.25,11.83
DEG0-UKI7,DEG0,UKI7,887.19,12.02
DEG0-UKJ1,DEG0,UKJ1,954.72,12.91
DEG0-UKJ2,DEG0,UKJ2,892.36,12.08
DEG0-UKJ3,DEG0,UKJ3,975.69,13.15
DEG0-UKJ4,DEG0,UKJ4,807.46,10.98
DEG0-UKK1,DEG0,UKK1,1045.89,14.09
DEG0-UKK2,DEG0,UKK2,1068.62,14.45
DEG0-UKK3,DEG0,UKK3,1280.73,17.15
DEG0-UKK4,DEG0,UKK4,1175.16,15.82
DEG0-UKL1,DEG0,UKL1,1222.37,16.49
DEG0-UKL2,DEG0,UKL2,1136.9,15.28
DEG0-UKM2,DEG0,UKM2,1256.48,16.48
DEG0-UKM3,DEG0,UKM3,1268.03,16.88
DEG0-UKM5,DEG0,UKM5,1413.8,18.35
DEG0-UKM6,DEG0,UKM6,1543.61,20.04
DEG0-UKN0,DEG0,UKN0,1455.4,19.41
DK01-AT11,DK01,AT11,1104.06,11.61
DK01-AT12,DK01,AT12,1024.53,10.98
DK01-AT13,DK01,AT13,1015.68,10.72
DK01-AT21,DK01,AT21,1189.37,12.43
DK01-AT22,DK01,AT22,1150.8,12.17
DK01-AT31,DK01,AT31,1033.55,10.99
DK01-AT32,DK01,AT32,1096.22,11.43
DK01-AT33,DK01,AT33,1088.41,11.27
DK01-AT34,DK01,AT34,1136.42,11.99
DK01-BE10,DK01,BE10,889.34,10.96
DK01-BE21,DK01,BE21,833.49,10.35
DK01-BE22,DK01,BE22,811.3,9.8
DK01-BE23,DK01,BE23,902.42,11.26
DK01-BE24,DK01,BE24,879.84,10.77
DK01-BE25,DK01,BE25,955.64,11.97
DK01-BE31,DK01,BE31,893.79,10.87
DK01-BE32,DK01,BE32,945.19,11.57
DK01-BE33,DK01,BE33,852.7,10.19
DK01-BE34,DK01,BE34,927.7,10.89
DK01-BE35,DK01,BE35,916.71,10.94
DK01-BG31,DK01,BG31,1929.13,20.67
DK01-BG32,DK01,BG32,2056.65,22.66
DK01-BG33,DK01,BG33,2098.59,23.19
DK01-BG34,DK01,BG34,2181.07,23.87
DK01-BG41,DK01,BG41,1985.75,20.88
DK01-BG42,DK01,BG42,2107.99,22.28
DK01-CH01,DK01,CH01,1263.7,13.59
DK01-CH02,DK01,CH02,1195.66,12.87
DK01-CH03,DK01,CH03,1138.08,12.26
DK01-CH04,DK01,CH04,1135.24,12.25
DK01-CH05,DK01,CH05,1147.64,12.05
DK01-CH06,DK01,CH06,1201.66,12.97
DK01-CH07,DK01,CH07,1302.04,13.72
DK01-CZ01,DK01,CZ01,769.7,8.26
DK01-CZ02,DK01,CZ02,771.5,8.28
DK01-CZ03,DK01,CZ03,853.3,9.08
DK01-CZ04,DK01,CZ04,698.27,7.45
DK01-CZ05,DK01,CZ05,778.93,8.51
DK01-CZ06,DK01,CZ06,896.95,9.64
DK01-CZ07,DK01,CZ07,874.41,9.5
DK01-CZ08,DK01,CZ08,898.29,9.95
DK01-DE11,DK01,DE11,911.15,9.99
DK01-DE12,DK01,DE12,914.71,9.96
DK01-DE13,DK01,DE13,1069.19,11.58
DK01-DE14,DK01,DE14,1009.03,10.71
DK01-DE21,DK01,DE21,952.02,9.84
DK01-DE22,DK01,DE22,900.41,9.39
DK01-DE23,DK01,DE23,816.76,8.52
DK01-DE24,DK01,DE24,742.16,7.81
DK01-DE25,DK01,DE25,826.43,8.7
DK01-DE26,DK01,DE26,795.52,8.78
DK01-DE27,DK01,DE27,1001.9,10.51
DK01-DE30,DK01,DE30,420.68,4.52
DK01-DE40,DK01,DE40,420.94,4.58
DK01-DE50,DK01,DE50,464.92,5.66
DK01-DE60,DK01,DE60,339.44,4.1
DK01-DE71,DK01,DE71,793.93,8.8
DK01-DE72,DK01,DE72,720.6,8.06
DK01-DE73,DK01,DE73,644.51,7.21
DK01-DE80,DK01,DE80,223.72,2.5
DK01-DE91,DK01,DE91,512.72,5.75
DK01-DE92,DK01,DE92,495.87,5.76
DK01-DE93,DK01,DE93,388.52,4.57
DK01-DE94,DK01,DE94,530.95,6.61
DK01-DEA1,DK01,DEA1,702.82,8.46
DK01-DEA2,DK01,DEA2,757.36,8.89
DK01-DEA3,DK01,DEA3,616.35,7.43
DK01-DEA4,DK01,DEA4,556.64,6.51
DK01-DEA5,DK01,DEA5,656.05,7.65
DK01-DEB1,DK01,DEB1,833.94,9.62
DK01-DEB2,DK01,DEB2,866.83,10.06
DK01-DEB3,DK01,DEB3,876.97,9.74
DK01-DED2,DK01,DED2,620.06,6.7
DK01-DED4,DK01,DED4,650.22,6.89
DK01-DED5,DK01,DED5,555.46,5.86
DK01-DEE0,DK01,DEE0,475.19,5.08
DK01-DEF0,DK01,DEF0,317.85,4.13
DK01-DEG0,DK01,DEG0,648.98,7
DK01-DK01,DK01,DK01,0,0
DK01-DK02,DK01,DK02,116.8,1.56
DK01-DK03,DK01,DK03,223.98,3.29
DK01-DK04,DK01,DK04,271.73,3.87
DK01-DK05,DK01,DK05,328.25,4.38
DK01-EE00,DK01,EE00,1106.88,15.2
DK01-EL30,DK01,EL30,2632.39,27.06
DK01-EL41,DK01,EL41,2648.97,27.53
DK01-EL42,DK01,EL42,2995.29,30.92
DK01-EL43,DK01,EL43,2955.14,30.07
DK01-EL51,DK01,EL51,2324.15,24.33
DK01-EL52,DK01,EL52,2188.58,22.71
DK01-EL53,DK01,EL53,2210.99,22.91
DK01-EL54,DK01,EL54,2298.6,23.65
DK01-EL61,DK01,EL61,2330.61,24.06
